molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,standard_value_norm,pIC50_values
CHEMBL411351,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2[C@H]1O)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C4c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,15000,inactive,1153.02,5.6913,19,24,15000,4.823908741
CHEMBL447974,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1,100000,inactive,636.471,-0.2769,11,18,100000,4
CHEMBL1159459,O=C(O)C[C@@H]1C(=O)O[C@H]2[C@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@@H](OC(=O)c3cc(O)c(O)c4c3[C@H]1[C@H](O)C(=O)O4)[C@@H](OC(=O)c1cc(O)c(O)c(O)c1)O[C@@H]2COC(=O)c1cc(O)c(O)c(O)c1,30000,inactive,956.68,0.0179,13,26,30000,4.522878745
CHEMBL39413,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C1,100000,inactive,478.362,0.0957,8,12,100000,4
CHEMBL3215316,O=C(O[C@@H]1O[C@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]12)c1cc(O)c(O)c(Oc2c(O)c(O)c(O)c3c2C(=O)O[C@H]2[C@@H]4OC(=O)c5cc(O)c(O)c(O)c5-c5c(cc(O)c(O)c5O)C(=O)O[C@@H]4[C@H](OC(=O)c4cc(O)c(O)c(Oc5c(O)c(O)c(O)c6c5C(=O)O[C@H]5[C@@H]7OC(=O)c8cc(O)c(O)c(O)c8-c8c(cc(O)c(O)c8O)C(=O)O[C@@H]7[C@H](OC(=O)c7cc(O)c(O)c(Oc8c(O)c(O)c(O)c9c8C(=O)O[C@H]8[C@@H]%10OC(=O)c%11cc(O)c(O)c(O)c%11-c%11c(cc(O)c(O)c%11O)C(=O)O[C@@H]%10[C@H](OC(=O)c%10cc(O)c(O)c(O)c%10)O[C@H]8COC(=O)c8cc(O)c(O)c(O)c8-9)c7)O[C@H]5COC(=O)c5cc(O)c(O)c(O)c5-6)c4)O[C@H]2COC(=O)c2cc(O)c(O)c(O)c2-3)c1,10000,inactive,3740.548,7.7879,57,104,10000,5
CHEMBL320574,O=C1c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cccc(O)c4c23)C(=O)N1NC(CO)CO,200000,inactive,592.561,-0.4392,9,12,200000,3.698970004
CHEMBL325839,O=C1c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,200000,inactive,592.561,-0.4392,9,12,200000,3.698970004
CHEMBL323394,O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,200000,inactive,608.56,-0.7336,10,13,200000,3.698970004
CHEMBL28657,CCCCCCCCCCCCCCCCOCC(C[N+](C)(C)C)OC.[Br-],40000,inactive,372.658,6.2055,0,2,40000,4.397940009
CHEMBL53826,CCCCCCCCCCCCCCCCOCC(COCCCC[N+](C)(C)C)OC.[Br-],40000,inactive,444.765,7.0023,0,3,40000,4.397940009
CHEMBL53606,CCCCCCCCCCCCCCCCOCC(COCCCCCC[N+](C)(C)C)OC.[Br-],40000,inactive,472.819,7.7825,0,3,40000,4.397940009
CHEMBL277008,O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NC(CO)CO,200000,inactive,608.56,-0.7336,10,13,200000,3.698970004
CHEMBL52850,CCCCCCCCCCCCCCCCOCC(COCCCC[N+](C)(C)C)OCC.[Br-],40000,inactive,458.792,7.3924,0,3,40000,4.397940009
CHEMBL325005,O=C1c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NC(CO)CO,200000,inactive,592.561,-0.4392,9,12,200000,3.698970004
CHEMBL322711,O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,200000,inactive,608.56,-0.7336,10,13,200000,3.698970004
CHEMBL324765,O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NC(CO)CO,200000,inactive,608.56,-0.7336,10,13,200000,3.698970004
CHEMBL334064,O=C1c2c(c3c4cc(O)cc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cc(O)cc4c23)C(=O)N1NC(CO)CO,200000,inactive,640.558,-1.3224,12,15,200000,3.698970004
CHEMBL265502,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,29000,inactive,1297.302,6.74324,12,17,29000,4.537602002
CHEMBL141247,O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,20000,inactive,308.341,3.0163,2,3,20000,4.698970004
CHEMBL28893,CCCCCCCCCCCCCCCCSCC(C[N+](C)(C)C)OC.[Br-],25000,inactive,388.726,6.9221,0,2,25000,4.602059991
CHEMBL112602,O=C1c2c(c3c4cc(O)ccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NC(CO)CO,200000,inactive,608.56,-0.7336,10,13,200000,3.698970004
CHEMBL28509,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,12000,inactive,523.736,6.4873,0,6,12000,4.920818754
CHEMBL433841,O=C1c2c(c3c4cc(O)ccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,90000,inactive,608.56,-0.7336,10,13,90000,4.045757491
CHEMBL322712,O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,200000,inactive,608.56,-0.7336,10,13,200000,3.698970004
CHEMBL112235,O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,100000,inactive,608.56,-0.7336,10,13,100000,4
CHEMBL111889,O=C1c2c(c3c4c(O)cccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccccc4c23)C(=O)N1NC(CO)CO,200000,inactive,592.561,-0.4392,9,12,200000,3.698970004
CHEMBL320575,O=C1c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,200000,inactive,592.561,-0.4392,9,12,200000,3.698970004
CHEMBL323601,O=C1c2c(c3c4cc(O)ccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,200000,inactive,608.56,-0.7336,10,13,200000,3.698970004
CHEMBL299368,CCCCCCCCCCCCCCCCOCC(COCC[N+](C)(C)C)OC.[Br-],31000,inactive,416.711,6.2221,0,3,31000,4.508638306
CHEMBL28641,CCCCCCCCCCCCCCCCCCSCC(C[N+](C)(C)CCCO)OC.[I-],5000,inactive,460.833,7.4549,1,3,5000,5.301029996
CHEMBL321262,O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccccc4c23)C(=O)N1NC(CO)CO,200000,inactive,592.561,-0.4392,9,12,200000,3.698970004
CHEMBL112239,O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cc(O)cc4c23)C(=O)N1NC(CO)CO,40000,inactive,624.559,-1.028,11,14,40000,4.397940009
CHEMBL50749,CCCCCCCCCCCCCCCCCC1OCC(C[N+](C)(C)CCCO)O1.[Br-],13000,inactive,428.722,6.4482,1,3,13000,4.886056648
CHEMBL432622,O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccccc4c23)C(=O)N1NC(CO)CO,200000,inactive,592.561,-0.4392,9,12,200000,3.698970004
CHEMBL66031,Brc1cccc(Nc2ncnc3cc4[nH]cnc4cc23)c1,50000,inactive,340.184,4.0122,2,4,50000,4.301029996
CHEMBL3350558,CO[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)N(C)C4=O)O[C@@H]1CO,100000,inactive,584.412,3.5881,4,8,100000,4
CHEMBL3350560,CO[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)C(=O)N(C)C4=O)O[C@@H]1CO,100000,inactive,515.522,2.2813,4,8,100000,4
CHEMBL3350555,CO[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)C(=O)NC4)O[C@@H]1CO.CO[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)O[C@@H]1CO,3700,inactive,487.512,2.2989,5,7,3700,5.431798276
CHEMBL3350556,CO[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4)O[C@@H]1CO.CO[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)CNC4=O)O[C@@H]1CO,28800,inactive,556.402,3.6057,5,7,28800,4.540607512
CHEMBL78464,Clc1cc(Cl)c2[nH]c3cnccc3c2c1,25000,inactive,237.089,4.0229,1,1,25000,4.602059991
CHEMBL80793,Clc1cc(NCc2ccccc2)c2[nH]c3cnccc3c2c1,25000,active,307.784,4.9816,2,2,25000,4.602059991
CHEMBL540848,CC1CNCCN1S(=O)(=O)c1cccc2cnccc12.Cl.Cl,6000,inactive,291.376,1.2172,1,4,6000,5.22184875
CHEMBL81170,Fc1ccc2[nH]c3cnccc3c2c1,25000,inactive,186.189,2.8552,1,1,25000,4.602059991
CHEMBL99743,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc([N+](=O)[O-])cc4)CC3)c2cc1OC,30000,inactive,438.444,2.9093,1,8,30000,4.522878745
CHEMBL104067,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(C(C)C)cc4)CC3)c2cc1OC,30000,inactive,435.528,4.1245,1,6,30000,4.522878745
CHEMBL309953,Oc1c(Cl)cc2c3cc[nH]cc-3nc2c1Cl,25000,inactive,253.088,3.6801,2,2,25000,4.602059991
CHEMBL410778,C[C@H](NC(=O)[C@H](C)NS(=O)(=O)c1ccc(N(C)C)c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,75000,inactive,1089.3,-5.1798,16,14,75000,4.124938737
CHEMBL428973,C[C@H](NC(=O)[C@H](C)NS(=O)(=O)c1cccc2cnccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,48000,active,1047.219,-5.8508,16,14,48000,4.318758763
CHEMBL275224,c1ccc2c(c1)[nH]c1cnccc12,25000,inactive,168.199,2.7161,1,1,25000,4.602059991
CHEMBL312698,COC(=O)Nc1cc(Cl)cc2c3cc[nH]cc-3nc12,25000,inactive,275.695,3.4994,2,3,25000,4.602059991
CHEMBL102346,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)c2cc1OC,30000,inactive,485.544,4.7934,1,7,30000,4.522878745
CHEMBL436718,N=C(N)NCCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)CCNCCNS(=O)(=O)c1cccc2cnccc12)C(=O)O,300,inactive,1347.586,-8.45708,29,19,300,6.522878745
CHEMBL139517,O=C1NC(=O)c2c1c1c3cccc(Cl)c3[nH]c1c1[nH]c3c(Cl)cccc3c21,50000,inactive,394.217,5.146,3,2,50000,4.301029996
CHEMBL79004,O=C(Nc1cc(Cl)cc2c1[nH]c1cnccc12)c1cccnc1,25000,inactive,322.755,4.0168,2,3,25000,4.602059991
CHEMBL312648,COc1ccccc1C(=O)Nc1cc(Cl)cc2c3cc[nH]cc-3nc12,25000,inactive,351.793,4.582,2,3,25000,4.602059991
CHEMBL323336,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Br)cc4)CC3)c2cc1OC,30000,inactive,472.343,3.7636,1,6,30000,4.522878745
CHEMBL82137,O=C(CCCO)Nc1cc(Cl)cc2c3cc[nH]cc-3nc12,25000,inactive,303.749,3.0321,3,3,25000,4.602059991
CHEMBL78862,O=C(Nc1cc(Cl)cc2c1[nH]c1cnccc12)c1ccccc1,25000,inactive,321.767,4.6218,2,2,25000,4.602059991
CHEMBL80843,O=C(Nc1cc(Cl)cc2c1[nH]c1cnccc12)c1ccncc1,25000,inactive,322.755,4.0168,2,3,25000,4.602059991
CHEMBL75773,O=S(=O)(c1cccc2cnccc12)N1CCNCC1,12000,inactive,277.349,0.8287,1,4,12000,4.920818754
CHEMBL140600,C[C@@]12O[C@@H](C[C@@]1(O)C(=O)O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,38,inactive,453.454,3.5667,3,6,38,7.420216403
CHEMBL81603,Clc1cc2c3cc[nH]cc-3nc2c(Cl)c1OCC1CC1,25000,inactive,307.18,4.7633,1,2,25000,4.602059991
CHEMBL312651,COc1c(Cl)cc2c3cc[nH]cc-3nc2c1Cl,25000,inactive,267.115,3.9831,1,2,25000,4.602059991
CHEMBL310179,COc1cccc(C(=O)Nc2cc(Cl)cc3c4cc[nH]cc-4nc23)c1,25000,inactive,351.793,4.582,2,3,25000,4.602059991
CHEMBL80121,CC(=O)Nc1cc(Cl)cc2c3cc[nH]cc-3nc12,25000,inactive,259.696,3.2795,2,2,25000,4.602059991
CHEMBL311306,O=C(Nc1cc(Cl)cc2c1[nH]c1cnccc12)N1CCOCC1,25000,inactive,330.775,3.2336,2,3,25000,4.602059991
CHEMBL311201,Clc1ccc2[nH]c3cnccc3c2c1,25000,inactive,202.644,3.3695,1,1,25000,4.602059991
CHEMBL81838,O=[N+]([O-])c1cc(Cl)cc2c3cc[nH]cc-3nc12,25000,inactive,247.641,3.2293,1,3,25000,4.602059991
CHEMBL415414,C[C@H](NC(=O)[C@H](C)NS(=O)(=O)c1cccc2cnccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,7000,inactive,1375.596,-9.8016,23,19,7000,5.15490196
CHEMBL574737,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,62,inactive,482.54,3.8449,3,7,62,7.207608311
CHEMBL81169,Brc1ccc2[nH]c3cnccc3c2c1,25000,inactive,247.095,3.4786,1,1,25000,4.602059991
CHEMBL82136,O=C(Cc1ccccn1)Nc1cc(Cl)cc2c1[nH]c1cnccc12,25000,inactive,336.782,3.9457,2,3,25000,4.602059991
CHEMBL309265,O=S(=O)(Nc1cc(Cl)cc2c1[nH]c1cnccc12)c1ccccc1,25000,inactive,357.822,4.1703,2,3,25000,4.602059991
CHEMBL310975,COc1ccc2[nH]c3cnccc3c2c1Br,15000,inactive,277.121,3.4872,1,2,15000,4.823908741
CHEMBL78618,FC(F)(F)c1ccc2[nH]c3cnccc3c2c1,25000,active,236.196,3.7349,1,1,25000,4.602059991
CHEMBL265876,C[C@H](NC(=O)[C@H](C)NS(=O)(=O)c1cccc2cnccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,48000,active,1063.218,-6.8784,17,15,48000,4.318758763
CHEMBL106966,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)c2cc1OC,30000,active,418.457,2.87278,1,7,30000,4.522878745
CHEMBL423731,CO[C@H]1[C@@H](O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,3000,active,453.498,4.1269,2,6,3000,5.522878745
CHEMBL80619,COc1ccc2[nH]c3cnccc3c2c1,25000,inactive,198.225,2.7247,1,2,25000,4.602059991
CHEMBL263188,C[C@H](NC(=O)[C@H](C)NS(=O)(=O)c1ccc(N(C)C)c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,75000,active,1105.299,-6.2074,17,15,75000,4.124938737
CHEMBL437640,C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NS(=O)(=O)c1ccc(N(C)C)c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,75000,active,1247.457,-7.198,19,17,75000,4.124938737
CHEMBL78885,COc1ccc(C(=O)Nc2cc(Cl)cc3c4cc[nH]cc-4nc23)cc1,25000,active,351.793,4.582,2,3,25000,4.602059991
CHEMBL81229,CCOc1c(Cl)cc2c3cc[nH]cc-3nc2c1Cl,25000,active,281.142,4.3732,1,2,25000,4.602059991
CHEMBL78917,O=C(Nc1cc(Cl)cc2c1[nH]c1cnccc12)c1ccccn1,25000,active,322.755,4.0168,2,3,25000,4.602059991
CHEMBL81315,CNC(=O)Nc1cc(Cl)cc2c3cc[nH]cc-3nc12,25000,active,274.711,3.0724,3,2,25000,4.602059991
CHEMBL312170,Clc1cc2c3cc[nH]cc-3nc2c(Cl)c1OCC1CCCCC1,25000,active,349.261,5.9336,1,2,25000,4.602059991
CHEMBL351282,COC(=O)CCNCCNS(=O)(=O)c1cccc2cnccc12,20000,active,337.401,0.6658,2,6,20000,4.698970004
CHEMBL344314,NCCNS(=O)(=O)c1cccc2cnccc12,7000,active,251.311,0.4718,2,4,7000,5.15490196
CHEMBL81214,N#Cc1ccc2[nH]c3cnccc3c2c1,25000,active,193.209,2.58778,1,2,25000,4.602059991
CHEMBL81809,O=C(Oc1c(Cl)cc2c3cc[nH]cc-3nc2c1Cl)N1CCOCC1,25000,active,366.204,3.8055,1,4,25000,4.602059991
CHEMBL444864,Br.N=C(N)SCCCn1c(-c2ccc3ccccc3c2)c(C2=CC(=O)NC2=O)c2ccccc21,10,inactive,454.555,4.51807,3,5,10,8
CHEMBL350143,CC(=O)C1=C(c2c(-c3cc4ccccc4s3)n(CCCSC(=N)N)c3ccccc23)C(=O)NC1=O,300,active,502.621,4.53877,3,7,300,6.522878745
CHEMBL55382,CN[C@@H]1CC2O[C@@](C)([C@@H]1OC)n1c3ccc(O)cc3c3c4c(c5c6cc(O)ccc6n2c5c31)C(=O)OC4,220,active,499.523,4.1922,3,9,220,6.657577319
CHEMBL293338,CN[C@@H]1CC2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c(CO)c(CO)c4c5ccccc5n2c4c31,15800,inactive,471.557,4.0952,3,7,15800,4.801342913
CHEMBL162903,N#CC1=C(c2c(-c3cc4ccccc4s3)n(CCCN)c3ccccc23)C(=O)NC1=O,10,inactive,426.501,3.80538,2,6,10,8
CHEMBL6291,Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,10,inactive,457.559,3.71697,3,6,10,8
CHEMBL349382,O=C1C=C(c2c(-c3cc4ccccc4s3)n(CCCNC3=NCCN3)c3ccccc23)C(=O)N1,30,inactive,469.57,3.5017,3,7,30,7.522878745
CHEMBL161832,N=C(N)SCCCn1c(-c2ccccc2)c(C2=CC(=O)NC2=O)c2ccccc21,100,inactive,404.495,3.36487,3,5,100,7
CHEMBL160030,N=C(N)SCCCn1cc(C2=CC(=O)NC2=O)c2ccccc21,1000,inactive,328.397,1.69787,3,5,1000,6
CHEMBL348586,CN(C)C1=C(c2c(-c3cc4ccccc4s3)n(CCCSC(=N)N)c3ccccc23)C(=O)NC1=O,20,inactive,503.653,4.46887,3,7,20,7.698970004
CHEMBL162621,N#CC1=C(c2c(-c3cc4ccccc4s3)n(CCCSC(=N)N)c3ccccc23)C(=O)NC1=O,2,active,485.594,4.47335,3,7,2,8.698970004
CHEMBL348943,N=C(N)SCCCn1c(-c2ccc(-c3ccccc3)cc2)c(C2=CC(=O)NC2=O)c2ccccc21,1000,active,480.593,5.03187,3,5,1000,6
CHEMBL351859,CC1(C)CCC(C)(C)c2cc(-c3c(C4=CC(=O)NC4=O)c4ccccc4n3CCCSC(=N)N)ccc21,1000,inactive,514.695,5.71387,3,5,1000,6
CHEMBL435868,N=C(N)SCCCn1c(-c2cc3ccccc3o2)c(C2=CC(=O)NC2=O)c2ccccc21,20,active,444.516,4.11107,3,6,20,7.698970004
CHEMBL351295,CN(C)CCCn1c(-c2cc3ccccc3s2)c(C2=CC(=O)NC2=O)c2ccccc21,100,active,429.545,4.5145,1,5,100,7
CHEMBL281957,CCN(CC)C/C=C/c1nc(O)c2c(ccc3nc(Nc4c(Cl)cccc4Cl)n(C)c32)c1C,300000,active,484.431,6.54092,2,6,300000,3.522878745
CHEMBL294653,CN[C@@H]1CC2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)OC4,5800,active,467.525,4.781,1,7,5800,5.236572006
CHEMBL354246,N#CNC(=N)NCCCn1c(-c2cc3ccccc3s2)c(C2=C(C#N)C(=O)NC2=O)c2ccccc21,33,active,493.552,3.44173,4,7,33,7.48148606
CHEMBL163269,Br.N=C(N)SCCCn1cc(C2=C(c3cccc4ccccc34)C(=O)NC2=O)c2ccccc21,10,inactive,454.555,4.37847,3,5,10,8
CHEMBL293750,CO[C@@H]1[C@H](N(C)C)CC2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)OC4,56000,inactive,481.552,5.1232,0,7,56000,4.251811973
CHEMBL14217,O=[N+]([O-])c1ccc(Cl)c(-c2[nH]ccc3c4ccccc4nc2-3)c1,250000,inactive,323.739,4.8963,1,3,250000,3.602059991
CHEMBL273547,Cc1[nH]cnc1-c1[nH]ccc2c3ccccc3nc1-2,250000,inactive,248.289,3.36622,2,2,250000,3.602059991
CHEMBL47203,CN1CCN([C@H]2CC[C@@H](n3cc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)CC2)CC1,20000,inactive,482.632,5.2039,1,7,20000,4.698970004
CHEMBL14445,Cc1nccc2c1[nH]c1cc(F)ccc12,250000,inactive,200.216,3.16362,1,1,250000,3.602059991
CHEMBL269538,COc1ccc2c(c1)[nH]c1c(C)nccc12,250000,inactive,212.252,3.03312,1,2,250000,3.602059991
CHEMBL553824,COc1cc2ncnc(N3CCN(C(=O)Nc4ccsc4)CC3)c2cc1OC.Cl,30000,inactive,399.476,3.0626,1,7,30000,4.522878745
CHEMBL102301,COc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccc5c(c4)OCO5)CC3)c2cc1OC,30000,inactive,467.551,2.9837,1,8,30000,4.522878745
CHEMBL329958,COC(=O)c1cc(C(=O)c2cc(C(=O)c3cc(NC(=O)CCn4c5ccccc5c5c6c(c7c8ccccc8[nH]c7c54)C(=O)NC6)cn3C)cn2C)cn1C,360,inactive,733.785,5.9653,3,10,360,6.443697499
CHEMBL95539,COC(=O)c1cc(NC(=O)CCn2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)C(=O)NC4)cn1C,3000,inactive,519.561,4.8263,3,6,3000,5.522878745
CHEMBL97117,COC(=O)c1cc(C(=O)c2cc(NC(=O)CCn3c4ccccc4c4c5c(c6c7ccccc7[nH]c6c43)C(=O)NC5)cn2C)cn1C,500,inactive,626.673,5.3958,3,8,500,6.301029996
CHEMBL97822,O=C(CCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3)NCC1CCOC1,550,active,466.541,4.2152,3,4,550,6.259637311
CHEMBL431432,CN1CCCC1CCNC(=O)CCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3,800,active,493.611,4.663,3,4,800,6.096910013
CHEMBL319068,CN(C)CCCNC(=O)CCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3,350,active,467.573,4.1304,3,4,350,6.455931956
CHEMBL318272,O=C(CCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3)NCCN1CCOCC1,900,active,495.583,3.5109,3,5,900,6.045757491
CHEMBL177780,CCCCCCC(C)CCCCCCCCCCC[C@@H]1N[C@@H](CO)[C@@H]1O,100000,active,369.634,5.5776,3,3,100000,4
CHEMBL189338,Cc1cccc(Cl)c1Nc1nc2ccc(N3CCN[C@@H](C)C3)nc2n2cncc12,10000,inactive,407.909,3.78102,2,7,10000,5
CHEMBL370283,CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C)[nH]c(=O)c12,420000,inactive,375.668,4.09932,1,5,420000,3.37675071
CHEMBL418203,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,160000,inactive,401.846,3.3046,3,6,160000,3.795880017
CHEMBL365847,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n(C2CCCC2)c1=O,10000,inactive,446.555,3.57082,2,8,10000,5
CHEMBL383172,Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc(NC2CCCC2)c1C#N,50000,inactive,403.446,3.9951,3,8,50000,4.301029996
CHEMBL197538,N#Cc1cnc2cnc(NCCN3CCOCC3)cc2c1Nc1ccc(F)c(Cl)c1,30000,inactive,426.883,3.78168,2,7,30000,4.522878745
